Vernier Format 2
data.cmbl 3/27/2024 19:16:05 .
Latest
Time	GateState	Distance	Velocity	Acceleration
2.067882	1	0.39	0.530811485683	0.568878192264
2.0829212	0	 	 	 
2.0957252	1	0.405	0.542548454245	0.274197931313
2.1105172	0	 	 	 
2.123182	1	0.42	0.553822369859	0.547013252382
2.1375824	0	 	 	 
2.1499136	1	0.435	0.562768310836	0.122302536925
2.164182	0	 	 	 
2.1764908	1	0.45	0.570826899301	0.484126166289
2.1905824	0	 	 	 
2.202482	1	0.465	0.580401824501	0.252655913822
2.2161908	0	 	 	 
2.2281824	1	0.48	0.590711534149	0.549643633821
2.241782	0	 	 	 
2.2532824	1	0.495	0.598831265142	0.0973468836005
2.2666216	0	 	 	 
2.2782804	1	0.51	0.603669528779	0.289745174698
2.2915824	0	 	 	 
2.302982	1	0.525	0.611905175424	0.37706561041
2.315996	0	 	 	 
2.3273132	1	0.54	0.619871148833	0.277729336753
2.3402092	0	 	 	 
2.351382	1	0.555	0.632245028106	0.750479736696
2.363982	0	 	 	 
2.374782	1	0.57	0.645106859629	0.348822102857
2.3872204	0	 	 	 
2.3978896	1	0.585	0.655129506661	0.518654141481
2.4100824	0	 	 	 
2.420582	1	0.6	0.662073807118	0.0933834091255
2.4327212	0	 	 	 
2.443202	1	0.615	0.665201289885	0.183140266167
2.455282	0	 	 	 
2.465682	1	0.63	0.672920442309	0.503617066902
2.4776824	0	 	 	 
2.48779	1	0.645	0.68270115849	0.381195325106
2.4995824	0	 	 	 
2.5096284	1	0.66	0.692621348345	0.527313526742
2.5211916	0	 	 	 
2.5311096	1	0.675	0.699434897851	0.107059739722
2.5425824	0	 	 	 
2.5525204	1	0.69	0.704351261799	0.352181759669
2.563882	0	 	 	 
2.5737044	1	0.705	0.712542706004	0.421179664586
2.584982	0	 	 	 
2.5946264	1	0.72	0.721075764103	0.394522285351
2.6057824	0	 	 	 
2.6153116	1	0.735	0.73028955861	0.496336348637
2.626282	0	 	 	 
2.63571	1	0.75	0.739493968369	0.406127546417
2.646582	0	 	 	 
2.6558824	1	0.765	0.746642575894	0.302623769754
2.666592	0	 	 	 
2.6758912	1	0.78	0.75382165138	0.414968038419
2.6865828	0	 	 	 
2.695682	1	0.795	0.757568446855	-0.036327915194
2.7063244	0	 	 	 
2.7154916	1	0.81	0.761468456275	0.430077351794
2.7260176	0	 	 	 
2.735082	1	0.825	0.767452138243	0.180801646972
2.7454964	0	 	 	 
2.7545824	1	0.84	0.775279204268	0.621957888718
2.7647892	0	 	 	 
2.7737824	1	0.855	0.788655703677	0.771427466371
2.7838876	0	 	 	 
2.7926284	1	0.87	0.799728764926	0.403682503775
2.802682	0	 	 	 
2.8112968	1	0.885	0.807498031174	0.428661590869
2.821282	0	 	 	 
2.829782	1	0.9	0.810245106061	-0.131442746934
2.8397288	0	 	 	 
2.8483228	1	0.915	0.810818698114	0.193316242409
2.8581824	0	 	 	 
2.866782	1	0.93	0.813894482222	0.139935914621
2.8766872	0	 	 	 
2.8851828	1	0.945	0.819712713859	0.492453072502
2.8949828	0	 	 	 
2.9033824	1	0.96	0.828695252723	0.494660805166
2.9130936	0	 	 	 
2.9213864	1	0.975	0.838054987117	0.545078629846
2.930882	0	 	 	 
2.939182	1	0.99	0.845187438227	0.25651851885
2.9485828	0	 	 	 
2.956882	1	1.005	0.848717645738	0.142374985235
2.966382	0	 	 	 
2.9745296	1	1.02	0.854753723928	0.541692898188
2.9839116	0	 	 	 
2.991982	1	1.035	0.863282935225	0.43573270482
3.0012156	0	 	 	 
3.009282	1	1.05	0.864567674518	-0.287207931075
3.018582	0	 	 	 
3.026682	1	1.065	0.862068965517	-5.2958914393E-13
3.0358832	0	 	 	 
3.044082	1	1.08	0.861870925344	-0.0227632383128
3.053382	0	 	 	 
3.06149	1	1.095	0.850014024547	-1.33947260692
3.071082	0	 	 	 
3.0793892	1	1.11	0.824787287879	-1.47928316628
3.0891904	0	 	 	 
3.0978824	1	1.125	0.787057364297	-2.6011273178
3.1082036	0	 	 	 
3.117582	1	1.14	0.723417796192	-3.85987372844
